file,reason
/mnt/data/Downloads/new-task-setup/2018-08-10/processed/2banh.vn/2banh.vn-5.json.xz,R009 No network response received.
/mnt/data/Downloads/new-task-setup/2018-08-10/processed/2banh.vn/2banh.vn-6.json.xz,R009 No network response received.
/mnt/data/Downloads/new-task-setup/2018-08-10/processed/2banh.vn/2banh.vn-7.json.xz,R009 No network response received.
/mnt/data/Downloads/new-task-setup/2018-08-10/processed/2banh.vn/2banh.vn-8.json.xz,R009 No network response received.
/mnt/data/Downloads/new-task-setup/2018-08-10/processed/2banh.vn/2banh.vn-9.json.xz,R009 No network response received.
/mnt/data/Downloads/new-task-setup/2018-08-10/processed/2chan.net/2chan.net-0.json.xz,R008 Domain did not load properly and Chrome performed a Google search on the error page.
/mnt/data/Downloads/new-task-setup/2018-08-10/processed/2chan.net/2chan.net-1.json.xz,R008 Domain did not load properly and Chrome performed a Google search on the error page.
/mnt/data/Downloads/new-task-setup/2018-08-10/processed/2chan.net/2chan.net-2.json.xz,R008 Domain did not load properly and Chrome performed a Google search on the error page.
/mnt/data/Downloads/new-task-setup/2018-08-10/processed/2chan.net/2chan.net-3.json.xz,R008 Domain did not load properly and Chrome performed a Google search on the error page.
/mnt/data/Downloads/new-task-setup/2018-08-10/processed/2chan.net/2chan.net-4.json.xz,R008 Domain did not load properly and Chrome performed a Google search on the error page.
