epoch,accuracy,loss,val_accuracy,val_loss
0,0.01875,4.587518048286438,0.03999999910593033,4.434329414367676
1,0.03875,4.33084317445755,0.13500000536441803,4.022047972679138
2,0.07625,3.955233156681061,0.23499999940395355,3.599142289161682
3,0.12375,3.606836897134781,0.3050000071525574,3.2060372114181517
4,0.16875,3.345219814777374,0.38999998569488525,2.9034876823425293
5,0.2475,3.050460773706436,0.4300000071525574,2.603544759750366
6,0.29125,2.869006150960922,0.48500001430511475,2.366528856754303
7,0.33,2.603387874364853,0.5,2.1450145959854128
8,0.3975,2.3953630328178406,0.5699999928474426,1.9628343105316162
9,0.42,2.2851608097553253,0.6000000238418579,1.7457148909568787
10,0.475,2.065234497189522,0.6600000262260437,1.639999520778656
11,0.52375,1.9676983177661895,0.6800000071525574,1.4957412123680114
12,0.55875,1.8344480037689208,0.699999988079071,1.375816011428833
13,0.57625,1.7219839692115784,0.7250000238418579,1.2582464456558227
14,0.6025,1.5951912134885788,0.75,1.1487791657447814
15,0.63,1.531210571527481,0.7350000143051147,1.1452122569084167
16,0.675,1.3826940596103667,0.7749999761581421,1.02391374707222
17,0.67,1.3333179891109466,0.7699999809265137,0.9586775541305542
18,0.67375,1.2608327895402909,0.7900000214576721,0.8977867126464844
19,0.735,1.1339530646800995,0.800000011920929,0.8486368536949158
20,0.71375,1.1230914309620856,0.8100000023841858,0.7986726641654969
21,0.7475,1.082850767672062,0.8199999928474426,0.7419914215803146
22,0.74125,0.9945115730166435,0.8149999976158142,0.6921443074941636
23,0.77125,0.9627594172954559,0.8299999833106995,0.653508535027504
24,0.78375,0.9118241675198078,0.8299999833106995,0.6305015116930008
25,0.7875,0.839729192852974,0.8399999737739563,0.584584255516529
26,0.80125,0.8054919727146626,0.8650000095367432,0.547375836968422
27,0.8075,0.7579814404249191,0.8450000286102295,0.5405801653861999
28,0.82375,0.7220066227018833,0.8600000143051147,0.5202094644308091
29,0.82125,0.7012103259563446,0.8450000286102295,0.49664538651704787
30,0.84375,0.6266085930168629,0.8450000286102295,0.49384890794754027
31,0.835,0.6527520060539246,0.8500000238418579,0.4855210825800896
32,0.8475,0.5999845024198294,0.8600000143051147,0.4736164644360542
33,0.8475,0.5698356732726098,0.8700000047683716,0.44906050264835357
34,0.855,0.5508195169270038,0.8849999904632568,0.4091193065047264
35,0.85375,0.5385420974344015,0.875,0.38804358392953875
36,0.86,0.5234588835388422,0.8650000095367432,0.412105467915535
37,0.8725,0.48815433233976363,0.8899999856948853,0.3703209824860096
38,0.875,0.4808196540921926,0.8849999904632568,0.3634617328643799
39,0.8775,0.4778563637286425,0.8899999856948853,0.34996356070041656
40,0.87875,0.45713466554880144,0.9100000262260437,0.3319572038948536
41,0.87625,0.4408492427319288,0.8700000047683716,0.36532286182045937
42,0.9,0.4062611725181341,0.8999999761581421,0.3398115113377571
43,0.89875,0.3876559227705002,0.8949999809265137,0.32345167100429534
44,0.89125,0.3946253379806876,0.8999999761581421,0.29821375086903573
45,0.8925,0.38136210702359674,0.8899999856948853,0.2991827383637428
46,0.89,0.3592014884576201,0.9200000166893005,0.30605572685599325
47,0.895,0.3648223403841257,0.9049999713897705,0.30777822583913805
48,0.89875,0.3422052763402462,0.9300000071525574,0.270975848287344
49,0.89,0.354329308308661,0.9100000262260437,0.2684715881943703
50,0.90375,0.34194498378783467,0.9049999713897705,0.2718675620853901
51,0.90625,0.3138894866220653,0.9049999713897705,0.2764906778931618
52,0.90125,0.3131104765459895,0.8949999809265137,0.2660087376832962
53,0.90375,0.29320066487416624,0.8999999761581421,0.26768006980419157
54,0.91375,0.28307615146040915,0.9049999713897705,0.24500752836465836
55,0.91,0.28226298093795776,0.9049999713897705,0.24749965593218803
56,0.90875,0.27606064584106205,0.9100000262260437,0.2465641289949417
57,0.92,0.2565394238568842,0.9150000214576721,0.24907268919050693
58,0.92125,0.24911247827112676,0.9300000071525574,0.21092611700296401
59,0.92125,0.2610831489786506,0.8999999761581421,0.2250900000333786
60,0.9225,0.25019054030999544,0.9150000214576721,0.2178983487188816
61,0.9275,0.2385419735684991,0.9049999713897705,0.23903835862874984
62,0.9275,0.22920305114239453,0.9049999713897705,0.21484222933650016
63,0.92125,0.23132314877584575,0.9150000214576721,0.24684492647647857
64,0.91625,0.23419350795447827,0.9100000262260437,0.24096482023596763
65,0.915,0.2117761959321797,0.9150000214576721,0.2181280866265297
66,0.92,0.22409158386290073,0.9150000214576721,0.2333816722035408
67,0.93,0.19425341682508587,0.925000011920929,0.21307829841971399
68,0.92,0.20539452834054828,0.9300000071525574,0.1910671778023243
69,0.935,0.17810489563271403,0.925000011920929,0.19948956742882729
70,0.93,0.21001309277489782,0.9449999928474426,0.19051908068358897
71,0.94125,0.18456746046431363,0.925000011920929,0.18907124698162078
72,0.9425,0.1723888888489455,0.9150000214576721,0.19082443192601203
73,0.93375,0.18926264233887197,0.925000011920929,0.19048836044967174
74,0.9175,0.1945531134493649,0.949999988079071,0.16250291615724563
75,0.9375,0.16594795817509295,0.9350000023841858,0.16989343017339706
76,0.9375,0.18065394030418247,0.9350000023841858,0.19148130901157856
77,0.93125,0.16797395953908562,0.9200000166893005,0.17562860883772374
78,0.93,0.1685872577596456,0.9300000071525574,0.1692285630851984
79,0.9325,0.16994748113211244,0.9350000023841858,0.1822121761739254
80,0.9375,0.16577008489985018,0.925000011920929,0.17588526755571365
81,0.935,0.17490891334600747,0.925000011920929,0.19872057549655436
82,0.9375,0.16089829884003848,0.925000011920929,0.19455392844974995
83,0.93125,nan,NA,NA
