epoch,accuracy,loss,val_accuracy,val_loss
0,0.0175,4.590530967712402,0.03500000014901161,4.255989265441895
1,0.09875,3.857185685634613,0.2150000035762787,3.2027615308761597
2,0.295,2.9421207129955294,0.5,2.3324270367622377
3,0.4375,2.350293904542923,0.5799999833106995,1.8792526960372924
4,0.58,1.7709678888320923,0.699999988079071,1.401041865348816
5,0.67875,1.361597490310669,0.7099999785423279,1.2184874057769775
6,0.72375,1.1020225912332535,0.7749999761581421,0.9945992052555084
7,0.7675,0.9795368865132332,0.7599999904632568,0.9457377552986145
8,0.81,0.7391219407320022,0.7699999809265137,0.8608979344367981
9,0.83625,0.6405761733651161,0.7900000214576721,0.7908469885587692
10,0.87,0.5034412458539009,0.8450000286102295,0.5698239475488662
11,0.88625,0.4110821019858122,0.8149999976158142,0.6611053019762039
12,0.9,0.3725377354770899,0.8399999737739563,0.5500096946954727
13,0.91125,0.3178099799901247,0.8700000047683716,0.47299863770604134
14,0.92875,0.26261436473578215,0.8849999904632568,0.437023389339447
15,0.93,0.23980328356847166,0.8799999952316284,0.4119514532387257
16,0.93,0.2168893963098526,0.8899999856948853,0.36262655183672904
17,0.94625,0.1591548850527033,0.9049999713897705,0.31182900816202164
18,0.95,0.12468590270727872,0.8849999904632568,0.32599135860800743
19,0.94625,0.11492350585758686,0.8999999761581421,0.3309843149036169
20,0.94375,0.11119891803245992,0.9049999713897705,0.30839254558086393
21,0.945,0.10639228974469006,0.8949999809265137,0.316708392649889
22,0.945,0.10139549013692886,0.8949999809265137,0.2990632776170969
23,0.94375,0.08848257500212639,0.8999999761581421,0.28911875672638415
24,0.94875,0.09046209268854,0.9200000166893005,0.26325198598206045
25,0.9525,0.08481739715498407,0.9100000262260437,0.2654837641865015
26,0.94375,0.08643343641306274,0.9100000262260437,0.25688682645559313
27,0.94875,0.08810017016949132,0.9150000214576721,0.26246733479201795
28,0.94875,0.08839147291582776,0.9049999713897705,0.2888746313750744
29,0.95625,0.08685425937874243,0.9100000262260437,0.25239673294126985
30,0.94,0.08953237094974612,0.9150000214576721,0.2552206475287676
31,0.94375,0.08442771788686514,0.9049999713897705,0.26159913539886476
32,0.94125,0.08443382161058252,0.9200000166893005,0.23987927809357643
33,0.94375,0.081938296930457,0.9150000214576721,0.25862548463046553
34,0.9425,0.0855486951651983,0.9100000262260437,0.2500347249209881
35,0.94875,0.08037866074446356,0.9200000166893005,0.2468909900635481
36,0.94625,0.08197451357773389,0.9150000214576721,0.2434732925146818
37,0.95375,0.08261426659591961,0.9200000166893005,0.23925543166697025
38,0.95125,0.0830838004432735,0.9150000214576721,0.24856298863887788
39,0.95,0.08160496361233527,0.9150000214576721,0.23979056775569915
40,0.95125,0.08257335532980506,0.9150000214576721,0.25134881064295767
41,0.9525,0.08170282831633813,0.9100000262260437,0.23841902874410154
42,0.94875,0.08128345195727889,0.9150000214576721,0.24197540059685707
43,0.9525,0.07835036424512509,0.9200000166893005,0.24199874885380268
44,0.95625,0.07825898715527728,0.9100000262260437,0.25317785516381264
45,0.95,0.07989526092424057,0.9200000166893005,0.24768567830324173
46,0.94875,0.08321369899058481,0.925000011920929,0.22609371282160282
47,0.9475,0.08210525029426208,0.925000011920929,0.22600652053952217
48,0.94625,0.0826824184448924,0.9200000166893005,0.23720316514372825
49,0.95375,0.07718183460674481,0.9300000071525574,0.22750066742300987
50,0.94625,0.0822512762657425,0.925000011920929,0.22837956808507442
51,0.9525,0.07946176863260916,0.9200000166893005,0.23463313654065132
52,0.95,0.07907919874269283,0.9049999713897705,0.23897370621562003
53,0.95,0.08098678078022203,0.9049999713897705,0.2381475016474724
54,0.95125,0.08346359534843942,0.925000011920929,0.23626153506338596
55,0.95,0.08326055691359216,0.925000011920929,0.2184550505131483
56,0.94875,0.08312339450640138,0.925000011920929,0.21743514575064182
57,0.9525,0.07819337949695182,0.925000011920929,0.217289911583066
