epoch,accuracy,loss,val_accuracy,val_loss
0,0.0125,4.532929015159607,0.07999999821186066,4.0758435249328615
1,0.13,3.7014805912971496,0.30000001192092896,2.9757290840148927
2,0.355,2.733962607383728,0.5600000023841858,2.1856066226959228
3,0.57,1.9546101987361908,0.7400000095367432,1.4313981056213378
4,0.67875,1.3889284312725068,0.699999988079071,1.179960060119629
5,0.7525,1.0112908154726028,0.8050000071525574,0.8333823919296265
6,0.81875,0.7581323921680451,0.8050000071525574,0.7415519118309021
7,0.85625,0.6151385009288788,0.824999988079071,0.6345966637134552
8,0.8675,0.5035581678152085,0.8550000190734863,0.5094525635242462
9,0.905,0.38427896797657013,0.8550000190734863,0.5685617923736572
10,0.90875,0.35463498160243034,0.8849999904632568,0.4372047305107117
11,0.91875,0.3099773295223713,0.8899999856948853,0.40343243479728697
12,0.9275,0.2645669188350439,0.8799999952316284,0.339818212389946
13,0.93125,0.22110471948981286,0.8999999761581421,0.3278263062238693
14,0.9325,0.21119512841105462,0.8799999952316284,0.3391018480062485
15,0.94625,0.18304168432950974,0.8949999809265137,0.2913134604692459
16,0.9425,0.16497101187705993,0.8999999761581421,0.27164435386657715
17,0.945,0.14172869063913823,0.9200000166893005,0.2557619333267212
18,0.94625,0.11905942335724831,0.8999999761581421,0.2511301577091217
19,0.94375,0.11210790453478695,0.925000011920929,0.20819400250911713
20,0.94625,0.11869993126019836,0.925000011920929,0.1967273995280266
21,0.95,0.10896009793505072,0.925000011920929,0.18850067853927613
22,0.9475,0.10113084209151565,0.925000011920929,0.18560172021389007
23,0.945,0.1062425209209323,0.925000011920929,0.18700752258300782
24,0.9475,0.09870511321350932,0.9150000214576721,0.22044597268104554
25,0.94625,0.103939438611269,0.9100000262260437,0.22962460815906524
26,0.95375,0.09055762789212167,0.9350000023841858,0.1877588614821434
27,0.95,0.09606243530288339,0.9100000262260437,0.19708647578954697
28,0.94875,0.09156860723160207,0.9150000214576721,0.23065970838069916
29,0.95,0.09187813266180456,0.9100000262260437,0.23036510348320008
30,0.9525,0.09259087640675716,0.925000011920929,0.19729583263397216
31,0.95125,0.08734720259089954,0.9100000262260437,0.2007392793893814
32,0.95375,0.08617792198783718,0.9200000166893005,0.1910778760910034
33,0.9525,0.0866936802631244,0.925000011920929,0.17800142765045165
34,0.9525,0.08605892862833571,0.9300000071525574,0.17161505818367004
35,0.9525,0.084414003326674,0.9300000071525574,0.167384971678257
36,0.95125,0.08181818039010977,0.925000011920929,0.17445973232388495
37,0.9525,0.08396609291521599,0.9300000071525574,0.17215890288352967
38,0.955,0.08165752552813502,0.925000011920929,0.16680242568254472
39,0.95625,0.07984324187418679,0.9200000166893005,0.17884228974580765
40,0.9525,0.08258866780306562,0.9300000071525574,0.175100863724947
41,0.95875,0.08114304886694299,0.925000011920929,0.1768102914094925
42,0.95625,0.08187996054111864,0.925000011920929,0.17275657132267952
43,0.9575,0.08205988794798032,0.9350000023841858,0.1752815954387188
44,0.96375,0.07940047602896812,0.925000011920929,0.17717779204249381
45,0.96,0.07978868296340806,0.9300000071525574,0.17347324043512344
46,0.95875,0.0818499786000757,0.9300000071525574,0.17731505632400513
47,0.96,0.08084060817636782,0.9300000071525574,0.17080835178494452
48,0.96125,0.07801834666024661,0.9300000071525574,0.17619091868400574
49,0.95875,0.07736848605127307,0.9300000071525574,0.1710613526403904
