epoch,accuracy,loss,val_accuracy,val_loss
0,0.0125,4.609478127956391,0.03500000014901161,4.329388236999511
1,0.04,4.109030562639236,0.16500000655651093,3.541316103935242
2,0.16875,3.351910579204559,0.20999999344348907,2.9648498058319093
3,0.28,2.7471097469329835,0.38499999046325684,2.4536792278289794
4,0.39375,2.3313523143529893,0.38499999046325684,2.2656749367713926
5,0.48375,2.085594800114632,0.5450000166893005,1.855024814605713
6,0.54875,1.7882398933172226,0.6650000214576721,1.5279897689819335
7,0.64875,1.4769313901662826,0.6449999809265137,1.4333554685115815
8,0.66,1.3357486963272094,0.6650000214576721,1.2546632945537568
9,0.74625,1.0506087049841881,0.7049999833106995,1.1510887384414672
